product_name,category
"REESE'S Milk Chocolate Peanut Butter Dipped Pretzels, Snack, 4.25 oz, Bag",Pretzels
"Snack Factory Pretzel Crisps, Garlic Parmesan, Party Size, 14 oz",Pretzels
"Whisps Cheddar Cheese & Pretzel Bites, 2.5 oz",Pretzels
"Snack Factory Pretzel Crisps, Buffalo Wing, 7.2 oz",Pretzels
"Whisps Honey Mustard Cheese & Pretzel Bites, 2.5 oz",Pretzels
"Snack Factory Pretzel Crisps Gluten Free, Original Flavor, 5 oz",Pretzels
"Great Value Whole Cloves, 1.3 oz",Pretzels
Lotte Toppo Cocoa 2/10/1.41 OZ,Pretzels
"Quaker Chewy Granola Bars, Chocolate Chip, 12 Pack",Granola Bars
"Quaker Chewy Granola Bars, 3 Flavor Variety Pack, 24 Pack",Granola Bars
"KIND Bars, Oats & Honey Healthy Grain Bars, Gluten free, 1.2 oz, 15 Snack Bars",Granola Bars
"Quaker Chewy Granola Bars, Chocolate Chip, 0.84 oz Bars, 24 Count",Granola Bars
"Quaker Chewy Yogurt Granola Bars, Variety Pack, 14 Pack",Granola Bars
"Great Value Sweet & Salty Chewy Cashew Granola Bars, 7.4 oz, 6 Count",Granola Bars
"HEATH, Milk Chocolate English Toffee Snack Size Candy Bars, Halloween, 11.5 oz, Bag",Granola Bars
"Great Value Sweet & Salty Chewy Peanut Granola Bars , Value Pack, 1.24 oz, 12 Count",Granola Bars
"Great Value Peanut Butter Wafer Bars, 12 oz, 6 Count",Granola Bars
KIND MIN PBDC DCCC Mini 20CT,Granola Bars
"Quaker Chewy Granola Bars, S'mores, 12 Pack",Granola Bars
"Quaker Chewy Dipps Granola Bars, Chocolate Chip 30 Pack",Granola Bars
"Great Value Sweet & Salty Chewy Almond Granola Bars, 12 Count",Granola Bars
"CLIF Kid Zbar Protein Granola Bars, Variety Pack, Gluten Free, Chocolate Chip, Cookies 'N Creme, 20 Ct, 1.27 oz",Granola Bars
"Nature Valley Crunchy Granola Bars, Oats n' Honey, Family Pack, 30 bars",Granola Bars
"Larabar, Gluten Free Bar, Apple Pie, Vegan, 6 Bars",Granola Bars
"Kellogg's Rice Krispies Treats Marshmallow Snack Bars, Original, 40 Ct, 31.2 Oz, Bars",Granola Bars
"Nature Valley Crunchy Granola Bars, Oats 'N Honey, 8.94 oz, 6 ct, 12 bars",Granola Bars
"Quaker Chewy Dipps Peanut Butter Granola Bars, 20 Pack",Granola Bars
"Quaker Chewy Granola Bars, Peanut Butter Chocolate Chip, 12 Pack",Granola Bars
"Kellogg's Rice Krispies Treats Homestyle Marshmallow Snack Bars, Original, 12 Ct, 13.96 Oz, Box",Granola Bars
"Sunbelt Bakery Family Pack Chocolate Chip Chewy Granola Bars, 10 Ct",Granola Bars
"Sunbelt Bakery Chewy Granola Bars, Chocolate Chip, 15 Ct",Granola Bars
"Nature Valley Granola Bars, Sweet and Salty Nut, Almond, 1.2 oz, 6 ct",Granola Bars
"Sunbelt Bakery Chewy Granola Bars, Peanut Butter Chocolate Chip, 10 Ct",Granola Bars
"Fiber One 70 Calorie Brownies, Chocolate Fudge, Snack Bars, 18 ct",Granola Bars
"Sunbelt Bakery Chewy Granola Bars, Oats & Honey, 15 Ct",Granola Bars
"Quaker Chewy Granola Bars, 25% Less Sugar, Chocolate Chip (12 Pack)",Granola Bars
"Nature Valley Sweet and Salty Nut Granola Bars, Variety Pack, 15ct",Granola Bars
"Quaker Big Chewy Granola Bars, 60% Larger, Chocolate Chip, 14 Pack",Granola Bars
"Nature's Bakery Raspberry Fig Bars, 10 Twin Packs, 2 Oz Each",Granola Bars
"Sunbelt Bakery Chewy Granola Bars, Fudge Dipped Coconut, 10 Ct",Granola Bars
"CLIF Kid Zbar Organic Granola Bars, Kids Snacks, Chocolate Chip, 6 Ct, 1.27 oz",Granola Bars
Sunbelt Bakery Oats & Honey Chewy Granola Bars 10 Ct,Granola Bars
"Golden Grahams S'mores Chocolate Marshmallow Breakfast Bars, 16 Bars",Granola Bars
"KIND Bars, Chocolate Peanut Butter Nut Butter Filled Bar, Gluten free, 1.3 oz, 6 Snack Bars",Granola Bars
"Sunbelt Bakery Chewy Granola Bars, Fudge Dipped Chocolate Chip, 15 Ct",Granola Bars
"Nature Valley Chewy Fruit and Nut Granola Bars, Trail Mix, 7.4 oz, 6 ct",Granola Bars
"Reese's Puffs and Cinnamon Toast Crunch, Breakfast Bar Variety Pack, 28 Bars",Granola Bars
"Nature Valley Sweet and Salty Nut Bars, Dark Chocolate Peanut Almond, 15 ct",Granola Bars
"REESE'S Milk Chocolate Peanut Butter Dipped Pretzels, Snack, 4.25 oz, Bag",Pretzels
"Snack Factory Pretzel Crisps, Garlic Parmesan, Party Size, 14 oz",Pretzels
"Whisps Cheddar Cheese & Pretzel Bites, 2.5 oz",Pretzels
"Snack Factory Pretzel Crisps, Buffalo Wing, 7.2 oz",Pretzels
"Whisps Honey Mustard Cheese & Pretzel Bites, 2.5 oz",Pretzels
"Snack Factory Pretzel Crisps Gluten Free, Original Flavor, 5 oz",Pretzels
"Great Value Whole Cloves, 1.3 oz",Pretzels
Lotte Toppo Cocoa 2/10/1.41 OZ,Pretzels
Crunch Pak Peeled Apple Slices with Cheese & Pretzels Healthy Snack in a 4.75oz tray,Pretzels
"REESE'S, Big Cup Milk Chocolate Peanut Butter Stuffed with Pretzels Cups Candy, Gluten Free, 2.6 oz, King Size Pack",Pretzels
"Freshness Guaranteed Harvest Mixed Pretzels, 14 oz",Pretzels
Great Value Inspirations Pretzel Dipping Kit,Pretzels
"Nature Valley Chewy Fruit and Nut Granola Bars, Trail Mix, 7.4 oz, 6 ct",Granola Bars
"Reese's Puffs and Cinnamon Toast Crunch, Breakfast Bar Variety Pack, 28 Bars",Granola Bars
"Nature Valley Sweet and Salty Nut Bars, Dark Chocolate Peanut Almond, 15 ct",Granola Bars
"Sunbelt Bakery Family Pack Fudge Dipped Chocolate Chip Chewy Granola Bars, 10 Ct",Granola Bars
"Nature Valley Crunchy Granola Bars, Peanut Butter, 8.94 oz, 6 ct, 12 bars",Granola Bars
"Cap'n Crunch Treats Crunch Berries Cereal Bars, 0.04 oz, 16 count",Granola Bars
"Nature Valley Soft-Baked Muffin Bars, Chocolate Chip, Snack Bars, 10 ct",Granola Bars
"Nature Valley Protein Granola Bars, Peanut Butter Dark Chocolate, 15 ct",Granola Bars
"Madegood Chocolate Chip Granola Bars, 6 Bars",Granola Bars
"Quaker Chewy Dipps Chocolate Chip Granola Bars, 10 Pack",Granola Bars
"Nature Valley Sweet & Salty Minis, Peanut, 20 ct, 15 oz",Granola Bars
"CLIF BAR Energy Bars, White Chocolate Macadamia Nut, 9g Protein Bar, 6 Ct, 2.4 oz",Granola Bars
"KIND Bars, Dark Chocoloate Chunk Healthy Grains Bar, Gluten free, 1.2 oz, 15 Snack Bars",Granola Bars
"Nature Valley Granola Fruit and Nut Bars, Chewy Trail Mix, 15 ct",Granola Bars
"Nature's Bakery Gluten Free,  Blueberry Fig Bars, 10 Twin Packs, 2oz Each",Granola Bars
"Great Value Almond & Cranberry Nut Bars, 5.6 oz, 4 Count",Granola Bars
"Nature Valley Sweet & Salty Granola Bars Dark Chocolate, Peanut & Almond 24 ct",Granola Bars
"Nature Valley Crunchy Granola Bars, Oats & Honey and Peanut Butter, 48 ct",Granola Bars
"Nature Valley Minis, Dark Chocolate Peanut & Almond Granola Bars, 20 ct, 15 oz",Granola Bars
"Nature Valley Granola Bars, Sweet & Salty Nut, Chocolate Pretzel, 6 Bars, 1.2 oz",Granola Bars
"Clif Kid Organic ZBar Chocolate Brownie, 1.27 oz, 6 pack",Granola Bars
"Simple Mills Soft Baked Nutty Banana Bread Bar, 5.99 Oz",Granola Bars
"JUNKLESS Non-GMO Delicious Chewy Peanut Butter Chocolate Chip Granola Bars, 8 Ct, 1.1 oz",Granola Bars
"Kodiak Cakes Chewy Granola Bars, Chocolate Chip Chewy Bars, 7g of protein, 5 Ct, 1.23 oz.",Granola Bars
"Nature Valley Crunchy Granola Bars, Peanut Butter, Family Pack, 30 bars",Granola Bars
"Nature Valley Granola Bars, Crunchy Oats 'n Honey, 48 Bars",Granola Bars
"Bobo's Oat Bites, Plant Based, Apple Pie Stuff'd, 5 Count, 1.3 oz Bars",Granola Bars
"KIND Bars, Chewy Chocolate Chip Kids Bars, Gluten free, .81 oz, 10 Snack Bars",Granola Bars
"KIND THINS Peanut Butter Dark Chocolate Bars, Gluten Free Bars, 4g Sugar, 0.74 oz Bars (10 Ct)",Granola Bars
"Power Crunch KIDS High Protein Birthday Cake Flavored Snack Bar, 5.65 oz, 5 count",Granola Bars
"KIND Bars, Oats & Honey Healthy Grain Bars, Gluten free, 1.2 oz, 15 Snack Bars",Granola Bars
MadeGood Chocolate Drizzled Birthday Cake Granola Bars,Granola Bars
"Nature Valley Wafer Bars, Peanut Butter Chocolate, 1.3 oz, 5 ct",Granola Bars
"KIND Thins Dark Chocolate Nuts & Sea Salt Bars, Gluten Free, 0.74 oz, 10 Count",Granola Bars
"Power Crunch KIDS Chocolate Lava Flavor High Protein Snack Bar, 5.65 oz, 5 count",Granola Bars
"KIND Bars, Almond & Coconut Nut Bar, Gluten Free, 1.4oz, 12 Snack Bars",Granola Bars
"Kodiak Cakes Protein-Packed Peanut Butter Crunchy Granola Bars, 1.59 oz, 6 count",Granola Bars
"Great Value Almond, Peanut, & Walnut Nut Bars, 5.6 oz, 4 Count",Granola Bars
"KIND Thins Caramel Almond & Sea Salt Bars, Gluten Free, 0.74 oz, 10 Count",Granola Bars
"Nature's Bakery Gluten Free,  Pomegranate Fig Bars, 10 Twin Packs, 2oz Each",Granola Bars
"CLIF BAR Thins Snack Bars, White Chocolate Macadamia, 100 Calorie Packs, 7 Ct, 0.78 oz",Granola Bars
"Annie's Gluten Free Chewy Granola Bars, Double Chocolate Chip, 5 Bars, 4.9 oz.",Granola Bars
"KIND Bar, Chocolate Chip/Peanut Butter Chocolate Chip Kids Variety Pack, Gluten free, .81 oz, 20 Snack Bars",Granola Bars
"JUNKLESS Non-GMO Delicious Chewy 100% REAL Strawberries Granola Bars, 8 Ct, 1.1 oz",Granola Bars
"Munk Pack Keto Nut and Seed Bar, Sea Salt Dark Chocolate, 4 ct.",Granola Bars
"CLIF BAR Energy Bars, Crunchy Peanut Butter, 11g Protein Bar, 18 Ct, 2.4 oz",Granola Bars
"REESE'S, TAKE 5 Pretzel, Caramel, Peanut Butter, Peanut, Chocolate Snack Size Candy Bars, Halloween, 19.5 oz, Jumbo Bag",Granola Bars
"CLIF Kid Zbar Organic Granola Bars, Kids Snacks, Chocolate Chip, 18 Ct, 1.27 oz",Granola Bars
"Larabar Chocolate Chip Cookie Dough Bars, Vegan, Gluten Free, 6 Bars",Granola Bars
"CLIF Bar Duos Chocolate Brownie & Crunchy Peanut Butter Energy Bars, 7 Ct, 1.66 oz",Granola Bars
"CLIF Kid Zbar Protein Granola Bars, Variety Pack, Gluten Free, Chocolate Chip, Cookies 'N Creme, 20 Ct, 1.27 oz",Granola Bars
"CLIF BAR Thins Snack Bars, Chocolate Chip, 100 Calorie Packs, 7 Ct, 0.78 oz",Granola Bars
"Larabar Peanut Butter Chocolate Chip, Gluten Free Fruit & Nut Bar, 6 Ct",Granola Bars
"Larabar Kid Gluten Free Bar, Chocolate Brownie, 6 Bars, 5.76 oz",Granola Bars
"Simple Mills Soft Baked Dark Chocolate Almond Bar, 5.99 Oz",Granola Bars
"JUNKLESS Non-GMO Delicious Chewy Chocolate Chip Granola Bars, 8 Ct, 1.1 oz",Granola Bars
"Larabar Bluberry Muffin, Gluten Free Vegan Fruit & Nut Bar, 6 Ct",Granola Bars
"Nature's Bakery Gluten Free, Raspberry Fig Bars, 10 Twin Packs, 2 Oz Each",Granola Bars
"KIND Bars Caramel Almond & Sea Salt, Gluten Free, 1.4 Oz, 12 Count",Granola Bars
"Protein One, 90 Calorie, Peanut Butter Chocolate, Keto Friendly, 10 ct",Granola Bars
"KIND Bars, Cranberry Almond + Antioxidants, Gluten free, 1.4 oz, 6 Snack Bars",Granola Bars
"KIND Bars, Dark Chocolate Nuts & Sea Salt/Caramel Almond & Sea Salt Minis Bars Variety Pack, 0.7 oz, 20 Snack Bars",Granola Bars
"Great Value Cashew Cookie Date & Nut Bars, 8.5 oz, 5 Count",Granola Bars
"Annie's Organic Crispy Snack Bars, Gluten Free, Peanut Butter, 9.36 oz, 12 ct",Granola Bars
"KIND Bars, Milk Chocolate Almond, Gluten Free - 1.4 oz, 6 Snack Bars",Granola Bars
"CLIF Kid Zbar Organic Granola Bars, Kids Snacks, Chocolate Brownie, 12 Ct, 1.27 oz",Granola Bars
"Munk Pack Keto Bar Keto Almond Butter Coco, 4 ct",Granola Bars
"Annie's Organic Original Crispy Snack Bars, Gluten Free, Value Pack, 12 Bars, 9.36 oz.",Granola Bars
"Larabar Kids  Chocolate Chip Cookie - Gluten Free Bar, 0.96 oz Bars, (6) Bars""",Granola Bars
"MET-Rx Big 100 Protein Bars, Super Cookie Crunch, 32g Protein, 4 Ct",Granola Bars
"Turtles Original Pecan Milk Chocolate Clusters, 3 pieces, 1.76 oz",Granola Bars
"Larabar Lemon Bar, Gluten Free Vegan Fruit & Nut Bar, 1.6 oz Bars, 6 Ct",Granola Bars
"KIND Bars Dark Chocolate Nuts & Sea Salt Gluten Free Snack Bars, 1.4 Oz, 12 Count",Granola Bars
"Bitsy's Soft Baked Bars, Cookies and Cream, Snack Bars, 5 bars",Granola Bars
"KIND Bars Peanut Butter Dark Chocolate, Gluten Free, 1.4 Oz, 12 Count",Granola Bars
"Munk Pack Keto Nut and Seed Bar, Peanut Butter Dark Chocolate, 4 ct.",Granola Bars
"RXBAR Protein Bar, Chocolate Sea Salt, 4 Ct, 7.32 Oz, Box",Granola Bars
"Larabar Chocolate Chip Cookie Dough, Gluten Free Fruit & Nut Bar, 12 Ct",Granola Bars
"KIND PRIDE Milk Chocolate Peanut Butter Bars, Gluten Free, 1.4 Ounce, 6 Count",Granola Bars
"CLIF BAR Thins Snack Bars, Chocolate Peanut Brownie, 100 Calorie Packs, 7 Ct, 0.78 oz",Granola Bars
"Munk Pack Keto Bar Almond Butter Coco, 4 ct",Granola Bars
"KIND Bars, Dark Chocolate Nuts & Sea Salt, Gluten free, 1.4 oz, 6 Snack Bars",Granola Bars
"KIND Bars, Dark Chocolate Cherry Cashew, Gluten free, 1.4 oz, 12 Snack Bars",Granola Bars
"KIND Bars, Chocolate Chunk Energy Bar, 2.1 oz, 6 Snack Bars",Granola Bars
"PAYDAY, Peanut & Caramel Candy, King Size, 3.4 oz, Bar",Granola Bars
"KIND Bars, Dark Chocolate Mocha Almond, Gluten free, 1.4 oz, 6 Snack Bars",Granola Bars
"Larabar Apple Pie, Gluten Free Vegan Fruit & Nut Bars, 12 Ct",Granola Bars
"CLIF Bar Duos Cool Mint Chocolate & Chocolate Chip Energy Bars, 7 Ct, 1.66 oz",Granola Bars
"RXBAR Protein Bar, Blueberry, 4 Ct, 7.32 Oz, Box",Granola Bars
"KIND Bars, Salted Caramel Dark Chocolate Nut / Dark Chocolate Almond Coconut Minis Variety Pack, Gluten free, .7 oz, 20 Snack Bars",Granola Bars
"Atkins Snack Bar, Caramel Chocolate Nut Roll Bar, Keto Friendly, 5 Count",Granola Bars
"Great Value Peanut Butter Chocolate Chip Date & Nut Bars, 8 oz, 5 Count",Granola Bars
"RXBAR Protein Bar, Coconut Chocolate, 4 Ct, 7.32 Oz, Box",Granola Bars
"Larabar Lemon Bar, Gluten Free Vegan Fruit & Nut Bars, 12 Ct",Granola Bars
"CLIF Kid Zbar Organic Granola Bars, Kids Snacks, Chocolate Chip, 12 Ct, 1.27 oz",Granola Bars
":ratio KETO Friendly Crunchy Bars, Toasted Almond, Gluten Free Snack, 4 ct",Granola Bars
"Larabar, Gluten Free Bar, Apple Pie, Vegan, 6 Bars",Granola Bars
"Larabar Peanut Butter Chocolate Chip, Gluten Free Fruit & Nut Bar, 12 Ct",Granola Bars
"Madegood Granola, Mixed Berry Granola Bars, Six Bars",Granola Bars
"KIND Bars Dark Chocolate Cherry Cashew + Antioxidants, Gluten Free, 1.4 oz, 6 Ct",Granola Bars
"Larabar Peanut Butter Chocolate Chip, Gluten Free Fruit & Nut Bar, 18 Ct",Granola Bars
"Blue Diamond Mash Ups, Cinnamon and Maple Snack Almonds, 14 Ounce",Granola Bars
"KIND Bars, Cranberry Almond, Gluten free, 1.4 oz, 12 Snack Bars",Granola Bars
"KIND Bars Caramel Almond & Sea Salt, Gluten Free, 1.4 Oz, 6 Count",Granola Bars
"HEATH, Milk Chocolate English Toffee Snack Size Candy Bars, Halloween, 11.5 oz, Bag",Granola Bars
"Atkins Endulge Treat, Caramel Nut Chew Bar, Keto Friendly, 10 Count (Value Pack)",Granola Bars
"KIND Bars, Peanut Butter Dark Chocolate Bar, 1.4 oz, 6 Snack Bars, Count Per Pack: 6",Granola Bars
"RXBAR Protein Bar, Blueberry, 10 Ct, 18.3 Oz, Box",Granola Bars
"Hamburger Helper, Beef Pasta, 5.9 oz box",Granola Bars
"Ricolino Bocadin Wafer with Peanut Filling and Chocolate Artificially Flavored Coating Bar, 5.59 Ounces, 15 Count Bag",Granola Bars
"Great Value Chocolate Fudge Fiber Brownie, Value Pack 10.69 oz, 12 Count",Granola Bars
KIND MIN PBDC DCCC Mini 20CT,Granola Bars
"Bitsy's Soft Baked Bars, Big Bold Berry, Snack Bars, 5 bars",Granola Bars
"Bitsy's Soft Baked Bars, Chocolate Chip, Snack Bars, 5 bars",Granola Bars
"Gushers Fruit Flavored Snacks, Variety Pack, Strawberry and Tropical, 20 ct",Fruit Snacks
"Mott's Fruit Flavored Snacks, Assorted Fruit, Pouches, 0.8 oz, 40 ct",Fruit Snacks
"Great Value Original Fruit Smiles, 0.9 oz, 50 Count",Fruit Snacks
Happy Valley Farms Dried Mandarin 4oz,Fruit Snacks
"Fruit by the Foot, Fruit Snacks, Berry and Strawberry, 13.5 oz",Fruit Snacks
"Welch's Mixed Fruit Fruit Snacks Value Pack, 0.9 oz, 22 count",Fruit Snacks
"Fruit by the Foot Fruit Flavored Snacks, Berry Tie-Dye, 4.5 oz, 6 ct",Fruit Snacks
"Gushers Fruit Flavored Snacks, Strawberry Splash and Tropical, 6 ct",Fruit Snacks
"Fruit Roll-Ups Fruit Snacks, Variety Snack Pack, Value Pack, 20 Count",Fruit Snacks
"Welch's Mixed Fruit Snacks Family Size, 0.9 oz, 40 count",Fruit Snacks
"Great Value Tangy Fruit Smiles, 0.9 oz, 50 Count",Fruit Snacks
"Great Value Triple Berry French Toast Ice Cream, 48 fl oz",Fruit Snacks
"Gushers Fruit Flavored Snacks, Strawberry Splash and Tropical, 12 ct",Fruit Snacks
"Welch's Mixed Fruit Snacks Pouches, 0.9 Oz., 10 Count",Fruit Snacks
"Enjoy Big Value Li Hing Sour Watermelon, 14 oz",Fruit Snacks
"Fruit by the Foot, Fruit Snacks, Variety Pack, 9 oz",Fruit Snacks
"Scooby Doo Fruit Flavored Snacks, Gummy Treat Pouches, Value Pack, 22 ct",Fruit Snacks
"Black Forest Mixed Fruit Fruit Snacks Pouches, 32 Oz, 40 Count",Fruit Snacks
"Great Value Chocolate Irish Cream Ice Cream, 48 fl oz",Fruit Snacks
Great Value Original 22ct Fruit Snack,Fruit Snacks
"Funables Fruity Snacks Mixed Berry Fruit Snacks, 32.0 oz, 40 Count",Fruit Snacks
"Welch's Fruit Punch and Berries 'N Cherries Fruit Snacks Variety Pack, 0.9 oz, 22 count",Fruit Snacks
"Welch's Berries 'n Cherries Fruit Snacks Family Size, 0.9 oz, 40 count",Fruit Snacks
Great Value Tangy Fruit Smiles Snacks 9 Oz.,Fruit Snacks
"Fruit Roll-Ups Fruit Flavored Snacks, Variety Pack, 15 oz, 30 ct",Fruit Snacks
"Fruit Roll-Ups Fruit Flavored Snacks, Variety Pack, Pouches, 10 ct",Fruit Snacks
"Welch's Island Fruits Fruit Snacks Value Pack, 0.9 oz, 22 count",Fruit Snacks
"Mott's, Assorted Berry Fruit Snacks, Gluten Free, 17.6 oz",Fruit Snacks
Great Value Tangy 22ct Fruit Snack,Fruit Snacks
"Funables Super Mario Fruit Flavored Snacks 0.8 oz, 10 count",Fruit Snacks
"Funables Fruity Snacks Mixed Berry Fruit Snacks, 17.6 oz, 22 Count",Fruit Snacks
"Mott's Animals Fruit Snacks, Family Pack, Assorted Fruit, 32 oz, 40 ct",Fruit Snacks
"Snack Pack Sour Patch Kids Juicy Gels, Redberry, 3.25 oz. 6-Count",Fruit Snacks
"Pokemon Fruit Flavored Snacks, Gummy Treat Pouches, Value Pack, 22 ct",Fruit Snacks
"Funables Paw Patrol The Movie Naturally & Artificially Fruit Flavored Snacks, 0.8 oz, 22 count",Fruit Snacks
ICEE Blue Raspberry Pouch,Fruit Snacks
"Black Forest Juicy Burst Mixed Fruit Medley Fruit Snacks, 17.5 oz, 22 Count",Fruit Snacks
"Fruit Roll-Ups, Fruit by the Foot, Gushers, Snacks Variety Pack, 16 ct",Fruit Snacks
"Mott's Berry Fruit Snacks Family Pack, 32 oz, 40 ct",Fruit Snacks
"Funables Tic Tac Toe Fruit Snacks, 14.4 oz, 18 Count",Fruit Snacks
"M&M's Peanut Milk Chocolate Candy, Party Size - 38 oz Bag",Chocolate
"M&M's Milk Chocolate Candy, Party Size - 38 oz Bag",Chocolate
"Snickers, Twix, Milky Way & More Assorted Chocolate Candy Bar - 50 Ct",Chocolate
"REESE'S, Miniatures Milk Chocolate Peanut Butter Cups Candy, Halloween, 17.6 oz, Family Pack",Chocolate
"M&M's Peanut Butter Milk Chocolate Candy, Party Size - 34 oz Bag",Chocolate
"Hershey, Milk and Dark Chocolate Assortment Snack Size Candy, Halloween, 33.43 oz, Bulk Party Pack",Chocolate
M&M's Milk Chocolate Candy Family Size - 19.2 oz Bag,Chocolate
"Snickers, Twix, Milk Way & 3 Musketeers Milk & Dark Chocolates - 30 Ct",Chocolate
"Reese's, Milk Chocolate Peanut Butter Snack Size Cups Candy, Gluten Free, 0.55 oz, Packs (12 Ct)",Chocolate
"WHOPPERS, Malted Milk Balls Candy, Movie Snack, 5 oz, Box",Chocolate
REESE PEANUT LOVER BAR KING SIZE,Chocolate
"M&M's Peanut Milk Chocolate Candy, Family Size - 19.2 oz Bag",Chocolate
M&M's Milk Chocolate Candy Sharing Size - 10.7 oz Bag,Chocolate
"Snickers, Twix, Milky Way & 3 Musketeers Variety Pack Halloween Milk & Dark Chocolate Candy Bars - 125 Pieces Bag",Chocolate
"CADBURY, CARAMELLO Miniatures Milk Chocolate and Caramel Candy Bars, Individually Wrapped, 8 oz, Share Pack",Chocolate
"Kinder Bueno Milk Chocolate & Hazelnut Cream Candy Bar, 4 Individually Wrapped .75 oz Bars Per Pack",Chocolate
"Handi-Snacks OREO Cookie Sticks 'N Crme Dip Snack Packs, 12 Snack Packs",Chocolate
"HERSHEY'S, Milk Chocolate Snack Size Candy, Individually Wrapped, 0.45 oz, Bars (12 Count)",Chocolate
"HERSHEY'S, Miniatures Assorted Chocolate Candy Bars, Halloween, 35.9 oz, Bulk Party Pack",Chocolate
"REESE'S, Milk Chocolate Peanut Butter Snack Size Cups Candy, Halloween, 10.5 oz, Bag",Chocolate
"KIT KAT, Milk Chocolate Snack Size Wafer Candy, Individually Wrapped, 0.49 oz, Bars (12 Count)",Chocolate
Snickers Fun Size Chocolate Candy Bars - 6.98 oz (12 Pack),Chocolate
Dove Promises Milk Chocolate Candy - 8.46 oz Bag,Chocolate
"HERSHEY'S, SYMPHONY Extra Creamy Milk Chocolate, Almonds and Toffee Giant Candy, 7.37 oz, Bar (25 Pieces)",Chocolate
"Andes Crme de Menthe, 4.67 Oz",Chocolate
"HERSHEY'S, NUGGETS Milk Chocolate with Almonds Candy Bars, Individually Wrapped, 15.5 oz, Family Pack",Chocolate
Dove Promises Milk Chocolate Caramel Candy - 7.61 oz Bag,Chocolate
"Hershey, All Time Greats Chocolate Assortment Snack Size Candy, 15.57 oz, Variety Bag (30 Pieces)",Chocolate
"MOUNDS, Dark Chocolate and Coconut Snack Size Candy Bars, Gluten Free, Individually Wrapped, 11.3 oz, Bag",Chocolate
M&M's Peanut Milk Chocolate Candy Sharing Size - 10.7 oz Bag,Chocolate
Snickers Fun Size Chocolate Halloween Candy Bars - 10.59 oz Bag,Chocolate
"HEATH, Milk Chocolate English Toffee Giant Candy, 7.13 oz, Bar (16 Pieces)",Chocolate
Raisinets Milk Concession Display Ready Case 3.1oz,Chocolate
"Mounds, Snack Size Dark Chocolate & Coconut Candy Bars, 7.2 Oz., 12 Count",Chocolate
"PAYDAY, Chocolatey Peanut Caramel King Size Candy, 3.1 oz, Bar",Chocolate
"HERSHEY'S, SYMPHONY Milk Chocolate, Almonds and Toffee XL Candy, 4.25 oz, Bar",Chocolate
"KIT KAT, Milk Chocolate Snack Size Wafer Candy Bars, Individually Wrapped, 10.78 oz, Bag",Chocolate
Little Debbie Big Pack Cosmic Brownies with Chocolate Chip Candy - 12 CT,Chocolate
