product_name,category
"fairlife 2% Chocolate Ultra-Filtered Milk, Lactose Free, 52 fl oz",Milk
"Horizon Organic Whole DHA Omega-3 Milk, Half Gallon",Milk
"fairlife Whole Ultra-Filtered Milk, Lactose Free, 52 fl oz",Milk
"Blue Diamond Almond Breeze Vanilla Almond Milk, 96 fl oz",Milk
"Great Value Sweetened Condensed Milk, 14 oz",Milk
"Silk Original Almond Milk, Half Gallon",Milk
"Lactaid 100% Lactose Free 2% Reduced Fat Milk, Half Gallon, 64 fl oz",Milk
"Silk Dark Chocolate Almond Milk, Half Gallon",Milk
"Horizon Organic Whole High Vitamin D Milk, 1 Gallon",Milk
"Horizon Organic 2% Reduced Fat High Vitamin D Milk, Half Gallon",Milk
"Nestle Carnation Evaporated Milk, Vitamin D Added 375.7 g",Milk
"Great Value Lactose Free Skim Fat Free Milk, Half Gallon, 64 fl oz",Milk
"Blue Diamond Almond Breeze Vanilla Almond Milk, Half Gallon, 64 fl oz",Milk
"Silk Unsweetened Vanilla Almond Milk, Half Gallon",Milk
"Sarah Farms 2% Reduced Fat Milk, Half Gallon",Milk
"Horizon Organic Whole High Vitamin D Milk, Half Gallon",Milk
"Great Value Organic 2% Reduced Fat Milk, Half Gallon, 64 fl oz",Milk
"Great Value Organic 2% Reduced Fat Milk, Gallon, 128 fl oz",Milk
Almond Breeze Unsweetened Original Almondmilk,Milk
"Lactaid 100% Lactose Free Whole Vitamin D Milk, Half Gallon, 64 fl oz",Milk
"Horizon Organic 2% Reduced Fat DHA Omega-3 Milk, Half Gallon",Milk
"Blue Diamond Almond Breeze Chocolate Almond Milk, Half Gallon, 64 fl oz",Milk
"Horizon Organic 2% Reduced Fat High Vitamin D Milk, 1 Gallon",Milk
"Yoo-hoo Chocolate Drink, 12 fl oz glass bottles, 4 pack",Milk
"Great Value Lactose Free 1% Low Fat Milk, Half Gallon, 64 fl oz",Milk
"Lactaid 100% Lactose Free 2% Reduced Fat Calcium Enriched Milk, Half Gallon, 64 fl oz",Milk
"Sarah Farms 2% Reduced Fat Milk, 1 Gallon",Milk
"Great Value Organic Whole Vitamin D Milk, Half Gallon, 64 fl oz",Milk
"Great Value Organic 1% Low Fat Milk, Half Gallon, 64 fl oz",Milk
"fairlife Fat Free Ultra-Filtered Milk, Lactose Free, 52 fl oz",Milk
"Silk Unsweetened Almond Milk, Half Gallon",Milk
"Blue Diamond Almond Breeze Original Almond Milk, Half Gallon, 64 fl oz",Milk
"Silk Vanilla Soy Milk, Half Gallon",Milk
"Blue Diamond Almond Breeze Unsweetened Original Almond Milk, Half Gallon, 64 fl oz",Milk
"Nesquik Chocolate Lowfat Milk, Ready to Drink 14 fl oz.",Milk
"Blue Diamond Almond Breeze Unsweetened Vanilla Almond Milk, Half Gallon, 64 fl oz",Milk
"Lactaid 100% Lactose Free Skim Fat Free Milk, 96 fl oz",Milk
"Great Value Organic Skim Fat Free Milk, Half Gallon, 64 fl oz",Milk
"Great Value Organic 1% Low Fat Milk, Gallon, 128 fl oz",Milk
"fairlife 2% Reduced Fat Ultra-Filtered Milk with DHA Omega-3, Lactose Free, 52 fl oz",Milk
"Silk Unsweetened Almond Milk, 96 Oz.",Milk
"Eagle Brand Sweetened Condensed Milk, 14 oz",Milk
"Silk Unsweetened Almond Coconut Milk Blend, Half Gallon",Milk
"Kuii Nata De Coco Strawberry Coconut Milk, 290 ml Bottle",Milk
"Horizon Organic 1% Lowfat UHT Chocolate Milk, 8 Oz., 12 Count",Milk
"Silk Unsweetened Vanilla Almond Milk, 96 Oz.",Milk
"Silk Original Coconut Milk, Half Gallon",Milk
"Horizon Organic 2% Reduced Fat Lactose-Free Milk,  Half Gallon",Milk
"Nestle Carnation Evaporated Milk, Vitamin D Added 5 fl oz",Milk
Kuii Nata de Coco - Mango,Milk
"Silk Extra Creamy Unsweetened Almond Milk, 59 oz.",Milk
"Horizon Organic Whole Shelf-Stable Milk Boxes, 8 Oz., 12 Count",Milk
"fairlife Whole Ultra-Filtered Milk with DHA Omega-3, Lactose Free, 52 fl oz",Milk
"Silk Organic Unsweetened Soy Milk, Half Gallon",Milk
"Silk Unsweetened Cashew Milk, Half Gallon",Milk
"Blue Diamond Almond Breeze Unsweetened Almond Coconut Original Almond Milk, Half Gallon, 64 fl oz",Milk
"Lactaid 100% Lactose Free Skim Fat Free Calcium Enriched Milk, Half Gallon, 64 fl oz",Milk
"Horizon Organic 1% Lowfat UHT DHA Omega-3 Chocolate Milk, 8 Oz., 6 Count",Milk
Califia Farms Toasted Coconut Almond Milk 48 Fluid Ounces,Milk
"Imperial Dragon Coconut Milk, 13.5 fl oz",Milk
"Thai Kitchen Coconut Milk, 25.36 fl oz",Milk
"Parmalat 2% Reduced Fat Milk, 32 fl oz",Milk
SACO BUTTERMILK 12OZ,Milk
"Horizon Organic 1% Lowfat UHT Strawberry Milk, 8 Oz., 6 Count",Milk
"Nestle Carnation Evaporated Milk, Vitamin D Added 17 fl oz",Milk
Meyenberg Evaporated Goat Milk- 12 Fl oz.,Milk
Almond Breeze Unsweetened Almond Milk,Milk
Nestle La Lechera Dulce de Leche Milk-Based Caramel 13.4 oz,Milk
"Rice Dream Original Drink Enriched Organic, 64 Fl Oz",Milk
"Parmalat Lactose Free 2% Reduced Fat Milk, 32 Fl oz",Milk
"Great Value Fat Free Sweetened Condensed Milk, 14 Oz",Milk
"Thai Kitchen Gluten Free Lite Coconut Milk, 13.66 fl oz",Milk
"Savia Coconut Milk, 13.5 fl oz",Milk
Nestle La Lechera Sweetened Condensed Milk 11.8 oz,Milk
A Taste Of Thai Sweetened Condensed Cocon,Milk
"BLUE DIAMOND, BEV ALMOND BRZE ORGNL UNS, 64 FO",Milk
"Meyenberg Whole Goat Milk, 32 fl oz",Milk
Califia Farms Zero Sugar Oat Milk 48 Fluid Ounces,Milk
"Vita Coco Coconut M*LK, Original, 33.8oz",Milk
"Rice Dream Lactose Free Rice Drink, Half Gallon, 64 fl oz",Milk
"Horizon Organic Growing Years Whole DHA Omega-3 Milk, Half Gallon",Milk
"Silk Nextmilk Whole Fat Milk Alternative, Oat Milk and Plant-Based Blend, Dairy-Free, 59 oz.",Milk
"Silk Nextmilk Reduced Fat Milk Alternative, Oat Milk and Plant-Based Blend, Dairy-Free, 59 oz.",Milk
"Great Value Organic Original Soy Milk, Half Gallon, 64 fl oz",Milk
Nestle La Lechera Fat Free Sweetened Condensed Milk 14 oz Can,Milk
Kuii Nata de Coco - Original Natural Coconut,Milk
"Thai Kitchen Lite Coconut Milk, 25.36 fl oz",Milk
"Chobani Oat, Organic Oat Milk Unsweetened, Zero Sugar, 52 Fl oz",Milk
Lactaid Fat Free Milk (California),Milk
"Chobani Oat, Organic Oat Milk, Plain Oat Drink, 52 Fl oz Carton",Milk
"Vita Coco Coconut Milk, Vanilla, 33.8oz",Milk
"LALA Licuado Milk, Fruit & Oats Smoothie 6.7oz Bottle, Vanilla Honey (4 Pack)",Milk
Nestle La Lecherita Lowfat Sweetened Condensed Milk 21 oz,Milk
"Price's 2% Reduced Fat Milk, 1 Gallon",Milk
"Price's 1% Low-Fat Milk, 1 Gallon",Milk
"Price's 1% Low-Fat Milk, Half Gallon",Milk
"DEAN FOODS Prices Milk, 1 gl",Milk
"Sarah Farms 1% Low-Fat Milk, 1 Gallon",Milk
"Price's Fat Free Milk, Half Gallon",Milk
"Sarah Farms Low-Fat Chocolate Milk, Half Gallon",Milk
"Sarah Farms Fat Free Milk, 1 Gallon",Milk
"GH Dairy Sarah Farms Milk, 1 pt",Milk
"Sarah Farms Fat Free Skim Milk, Half Gallon",Milk
"Sarah Farms 1% Low Fat Chocolate Milk, 1 Pint",Milk
"GH Dairy Sarah Farms Milk, 32 oz",Milk
"Sarah Farms 2% Reduced-Fat Milk, 1 Quart",Milk
"Horizon Organic 1% Lowfat UHT DHA Omega-3 Vanilla Milk, 8 Oz., 6 Count",Milk
GOYA Coconut Milk 13.5 Oz,Milk
Nestle La Lechera Sweetened Condensed Milk 14 oz,Milk
"A Taste of Thai Unsweetened Coconut Milk, 13.5 fl oz",Milk
"Thai Kitchen Gluten Free Unsweetened Coconut Milk, 13.66 fl oz",Milk
"Coco Lopez Real Cream of Coconut, 15 Fl Oz",Milk
"Horizon Organic 1% Lowfat UHT Milk, 8 Oz., 12 Count",Milk
"Goya Coconut Milk Cream of Coconut, 15 oz",Milk
"Price's 2% Reduced Fat Milk, Half Gallon",Milk
"GH Dairy Sarah Farms 1% Chocolate Milk, 32 oz",Milk
"YoCrunch Low Fat Vanilla with M&Ms Yogurt, 4 Oz. Cups, 4 Count",Yogurt
"Great Value Original Strawberry + Strawberry Banana Lowfat Yogurt, 6 oz, 12 count",Yogurt
"Great Value Original Strawberry Lowfat Yogurt, 32 oz",Yogurt
"Yoplait Original Strawberry Low Fat Yogurt, 6 OZ Yogurt Cup",Yogurt
"Chobani Flip Low-Fat Greek Yogurt, Strawberry Cheesecake 4.5 oz",Yogurt
"Yoplait Go-Gurt, Low Fat Yogurt, SpongeBob SquarePants Variety Pack, 32 oz",Yogurt
"Yoplait Original Low Fat Yogurt Pack, 8 CT, 6 OZ Fruit Yogurt Cups",Yogurt
"Yoplait Original Strawberry Cheesecake Low Fat Yogurt, 6 OZ Yogurt Cup",Yogurt
"Great Value Original Strawberry Banana Lowfat Yogurt, 6 oz Cups, 4 Count",Yogurt
"Yoplait Original Harvest Peach Low Fat Yogurt, 6 OZ Yogurt Cup",Yogurt
"Yoplait Original Yogurt, Orange Crme, Low Fat Yogurt, 6 oz",Yogurt
"Great Value Original Strawberry Banana Lowfat Yogurt, 32 oz",Yogurt
"Great Value Original Peach Lowfat Yogurt, 6 oz, 4 Count",Yogurt
"Yoplait Original Cherry Orchard Low Fat Yogurt, 6 OZ Yogurt Cup",Yogurt
"Great Value Original Cherry Lowfat Yogurt, 6oz Cups, 4 Count",Yogurt
"YoCrunch Low Fat Vanilla with OREO Yogurt, 4 Oz. Cups, 4 Count",Yogurt
"Great Value Original Strawberry Lowfat Yogurt, 6 oz, 4 Count",Yogurt
"Great Value Greek Vanilla Nonfat Yogurt, 32 oz",Yogurt
"Yoplait Whips! Lowfat Yogurt Mousse, Cherry Cheesecake, 4 oz",Yogurt
"Yoplait Original Pineapple Low Fat Yogurt, 6 OZ Yogurt Cup",Yogurt
"Chobani Flip Low-Fat Greek Yogurt, Perfect Peach Cobbler 4.5 oz",Yogurt
"Great Value Light Strawberry + Blueberry Nonfat Yogurt, 6 oz, 12 count",Yogurt
"Chobani Flip Low-Fat Greek Yogurt, Cookies and Cream 5.3 oz",Yogurt
"Great Value Greek Plain Nonfat Yogurt, 32 oz",Yogurt
"Yoplait Original Strawberry Banana Low Fat Yogurt, 6 OZ Yogurt Cup",Yogurt
"Great Value Original Vanilla Lowfat Yogurt, 6 oz, 4 Count",Yogurt
"Danimals Strawberry Explosion & Banana Split Variety Pack Smoothies, 3.1 Oz. Bottles, 12 Count",Yogurt
"Great Value Original Mixed Berry Lowfat Yogurt, 6 oz, 4 Count",Yogurt
"Chobani Flip Low-Fat Greek Yogurt, S'more S'mores 4.5 oz",Yogurt
"Great Value Original Blueberry Lowfat Yogurt, 6 oz Cups, 4 Count",Yogurt
"YoCrunch Low Fat Vanilla with OREO and M&Ms Variety Pack Yogurt, 6 Oz. Cups, 8 Count",Yogurt
"Yoplait Original Mixed Berry Low Fat Yogurt, 6 OZ Yogurt Cup",Yogurt
"Yoplait Original French Vanilla Low Fat Yogurt, 6 OZ Yogurt Cup",Yogurt
"Chobani Hero Batch, Vanilla Greek Yogurt with Mixed Berry on the Bottom 5.3 oz, 4 Count",Yogurt
"Yoplait Low Fat Kids Yogurt, Berry & Strawberry Variety Pack, 8 ct, 32 oz",Yogurt
"Yoplait Whips! Yogurt, Strawberry Mist, Low Fat Yogurt Mousse, Gluten Free, 4 oz",Yogurt
"Yoplait Original Mountain Blueberry Low Fat Yogurt, 6 OZ Yogurt Cup",Yogurt
"Light + Fit Nonfat Gluten-Free Strawberry Cheesecake Greek Yogurt, 5.3 Oz. Cups, 4 Count",Yogurt
"Danimals Strawberry Explosion & Mixed Berry Variety Pack Smoothies, 3.1 Oz. Bottles, 12 Count",Yogurt
"Chobani Flip Low-Fat Greek Yogurt, Salted Caramel Crunch 4.5 oz",Yogurt
"Activia Probiotic Dailies Strawberry & Blueberry Yogurt Drink, Variety Pack, 3.1 Oz., 8 Count",Yogurt
"Yoplait Original Strawberry Kiwi Low Fat Yogurt, 6 OZ Yogurt Cup",Yogurt
"Oikos Triple Zero Vanilla Greek Yogurt, 5.3 Oz. Cups, 4 Count",Yogurt
Yoplait Original Kool-Aid Tropical Punch Low Fat Yogurt,Yogurt
"Great Value Key Lime Low-Fat Original Yogurt, 6 oz Cups, 4 Count",Yogurt
"Light + Fit Nonfat Gluten-Free Caramel Apple Pie Greek Yogurt, 5.3 Oz.",Yogurt
"Chobani Flip Low-Fat Greek Yogurt, Pumpkin Harvest Crisp Limited Batch 4.5 oz",Yogurt
"Activia Probiotic Peach & Strawberry Variety Pack Yogurt, 4 Oz. Cups, 12 Count",Yogurt
"Great Value Light Cherry Nonfat Yogurt, 6 oz, 4 Count",Yogurt
"Oikos Triple Zero Lemon Tart Greek Yogurt, 5.3 Oz.",Yogurt
"Great Value Light Greek Banana Cream Nonfat Yogurt, 5.3oz Cup",Yogurt
"Chobani Flip Low-Fat Greek Yogurt, Mint Chocolate Chip 4.5 oz",Yogurt
"Great Value Lowfat Yogurt Tubes. Blueberry & Strawberry, 2 oz, 8 Count",Yogurt
"Chobani Non-Fat Greek Yogurt, Strawberry on the Bottom 5.3 oz, 4 Count",Yogurt
"The Greek Gods Kosher Honey Vanilla Greek Yogurt, 32 Oz",Yogurt
"Yoplait Light Yogurt, Granola Strawberry, 2 ct, 12 oz",Yogurt
"Chobani Non-Fat Greek Yogurt, Peach on the Bottom 5.3 oz, 4 Count",Yogurt
"Light + Fit Nonfat Gluten-Free Key Lime Greek Yogurt, 5.3 Oz.",Yogurt
"Chobani Flip Low-Fat Greek Yogurt, Coffee Brownie Bliss 4.5 oz",Yogurt
"Chobani Non-Fat Greek Yogurt, Black Cherry on the Bottom 5.3 oz, 4 Count",Yogurt
"Light + Fit Nonfat Gluten-Free Banana Cream Greek Yogurt, 5.3 Oz.",Yogurt
"Activia Probiotic Black Cherry & Mixed Berry Variety Pack Yogurt, 4 Oz. Cups, 12 Count",Yogurt
"Chobani Flip, Family 8 Pack",Yogurt
"Freshness Guaranteed Strawberry Parfait with Vanilla Yogurt and Granola, 8.5 oz",Yogurt
"Activia Low Fat Probiotic Vanilla Yogurt, 4 Oz. Cups, 12 Count",Yogurt
"Chobani Flip Low-Fat Greek Yogurt, Chocolate Haze Craze 4.5 oz",Yogurt
"Chobani Flip Low-Fat Greek Yogurt, Almond Coco Loco 5.3 oz",Yogurt
Yoplait Original Kool-Aid Cherry Low Fat Yogurt,Yogurt
"Great Value Light Blueberry Nonfat Yogurt, 6 oz, 4 Count",Yogurt
"Oikos Triple Zero Salted Carmel Greek Yogurt, 5.3 Oz.",Yogurt
"Great Value Light Greek Peach Nonfat Yogurt, 5.3 oz",Yogurt
"Yoplait Original Smooth Style Strawberry Low Fat Yogurt, 32 OZ Yogurt Tub",Yogurt
Yoplait Original Kool-Aid Blue Raspberry Low Fat Yogurt,Yogurt
"Oikos Triple Zero Strawberry Greek Yogurt, 5.3 Oz. Cups, 4 Count, Packaging May Vary",Yogurt
"Yoplait Light Very Vanilla Fat Free Yogurt, 6 OZ Yogurt Cup",Yogurt
"Yoplait Go-Gurt, Low Fat Yogurt, Strawberry & Mixed Berry Variety Pack, 32 oz",Yogurt
"Oikos Triple Zero Mixed Berry Greek Yogurt, 5.3 Oz. Cups, 4 Count",Yogurt
"Yoplait Strawberry & Blueberry Kids Yogurt Pack, 8 Yogurt Cups",Yogurt
"Silk Vanilla Almond Milk Yogurt Alternative, 5.3 Oz.",Yogurt
"Chobani Whole Milk Greek Yogurt, Coffee & Cream Blended 5.3oz",Yogurt
"YoCrunch Low Fat Strawberry with M&Ms Yogurt, 4 Oz. Cups, 4 Count",Yogurt
"Light + Fit Nonfat Gluten-Free Vanilla Greek Yogurt, 5.3 Oz. Cups, 4 Count, Packaging May Vary",Yogurt
"Chobani Non-Fat Greek Yogurt, Vanilla Blended 32 oz",Yogurt
"Light + Fit Nonfat Gluten-Free Vanilla Greek Yogurt, 32 Oz.",Yogurt
"Great Value Light Strawberry Banana Nonfat Yogurt, 6 oz, 4 Count",Yogurt
"Go-GURT Kids Low Fat Yogurt Variety Pack, 16 Ct, 2 OZ Yogurt Tubes",Yogurt
"Activia Low Fat Fiber Probiotic Strawberry & Pineapple Variety Pack Yogurt, 4 Oz. Cups, 12 Count",Yogurt
"Activia Probiotic Strawberry & Blueberry Variety Pack Yogurt, 4 Oz. Cups, 12 Count",Yogurt
"Light + Fit Nonfat Gluten-Free Strawberry Cheesecake Greek Yogurt, 5.3 Oz.",Yogurt
"Lifeway Lowfat Milk Strawberry Kefir, 32 Fl oz",Yogurt
"Danimals Strawberry Explosion & Strikin Strawberry Kiwi Variety Pack Smoothies, 3.1 Oz. Bottles, 12 Count",Yogurt
"Chobani Non-Fat Mango on the Bottom Greek Yogurt, 5.3oz Cup",Yogurt
"Chobani Flip Low-Fat Greek Yogurt, Almond Coco Loco 5.3 oz, 4 Count",Yogurt
"Great Value Original Cherry Lowfat Yogurt, 5.3 oz",Yogurt
"Activia Probiotic Peach & Black Cherry Variety Pack Yogurt, 4 Oz. Cups, 12 Count",Yogurt
"Light + Fit Nonfat Gluten-Free Peach Greek Yogurt, 5.3 Oz.",Yogurt
"Activia Probiotic Dailies Strawberry Yogurt Drink, 3.1 Oz., 8 Count",Yogurt
"Oikos Triple Zero Vanilla Greek Yogurt, 32 Oz.",Yogurt
"Light + Fit Nonfat Gluten-Free Seasonal Greek Yogurt, 5.3 Oz.",Yogurt
"Activia Probiotic Strawberry & Strawberry Banana Variety Pack Yogurt, 4 Oz. Cups, 12 Count",Yogurt
"Chobani 2% Greek Yogurt, Pineapple on the Bottom 5.3 oz, 4 Count",Yogurt
"Great Value Light Greek Blueberry Nonfat Yogurt, 5.3 oz",Yogurt
"Light + Fit Nonfat Gluten-Free Cherry Greek Yogurt, 5.3 Oz. Cups, 4 Count",Yogurt
"Great Value Light Greek Toasted coconut Vanilla Nonfat Yogurt, 5.3 oz",Yogurt
"Yoplait Original Strawberry Low Fat Yogurt Pack, 8 CT, 6 OZ Yogurt Cups",Yogurt
"Oikos Triple Zero Peach Greek Yogurt, 5.3 Oz.",Yogurt
"Oikos Triple Zero Cherry Greek Yogurt, 5.3 Oz.",Yogurt
"Activia Low Fat Probiotic Black Cherry Yogurt, 4 Oz. Cups, 4 Count",Yogurt
"Great Value Light Strawberry + Peach Nonfat Yogurt, 6 oz, 12 count",Yogurt
"Chobani Non-Fat Greek Yogurt, Peach on the Bottom 5.3 oz",Yogurt
"Great Value Greek Plain Nonfat Yogurt, 5.3 oz",Yogurt
"Great Value Original Strawberry Banana Lowfat Yogurt, 5.3 oz",Yogurt
"Great Value Lowfat Yogurt Tubes, Melonberry & Strawberry Banana Flavors, 2 oz, 8 Count",Yogurt
"Activia Low Fat Probiotic Peach Yogurt, 4 Oz. Cups, 4 Count",Yogurt
"Yoplait Original Smooth Style Strawberry Banana Low Fat Yogurt, 32 OZ Yogurt Tub",Yogurt
"Dannon Whole Milk Non-GMO Project Verified Plain Yogurt, 32 Oz.",Yogurt
El Mexicano Saborico Mango yogurt drink 7 fl. oz. bottle,Yogurt
"Activia Low Fat Probiotic Strawberry Yogurt, 4 Oz. Cups, 4 Count",Yogurt
"Oikos Triple Zero Banana Crme Greek Yogurt, 5.3 Oz.",Yogurt
"Chobani 2% Greek Yogurt, Strawberry Banana on the Bottom 5.3 oz",Yogurt
"Great Value Light Vanilla Nonfat Yogurt, 6 oz, 4 Count",Yogurt
"Great Value Original Peach Lowfat Yogurt, 5.3 oz",Yogurt
"Chobani Non-Fat Greek Yogurt, Plain 32 oz",Yogurt
"Light + Fit Nonfat Gluten-Free Cherry Greek Yogurt, 5.3 Oz.",Yogurt
"Chobani 2% Greek Yogurt, Coconut Blended 5.3 oz, 4 Count",Yogurt
"Chobani 2% Greek Yogurt, Mixed Berry Blended 5.3 oz",Yogurt
"YoCrunch Low Fat Vanilla with M&Ms Yogurt, 6 Oz.",Yogurt
"The Greek Gods Honey Greek Yogurt, 32 Oz",Yogurt
"Light + Fit Nonfat Strawberry Banana Protein Smoothie Yogurt Drink, 7 Oz., 4 Count",Yogurt
"Yoplait Go-Gurt, Low Fat Yogurt, Strawberry & Berry Variety Pack, 48 oz",Yogurt
"LALA Licuado Milk Fruit & Oats Smoothie 6.7oz Bottle, Papaya (4 Pack)",Yogurt
"Activia Nonfat Probiotic Strawberry Banana & Peach Variety Pack Yogurt, 4 Oz. Cups, 12 Count",Yogurt
"Oui by Yoplait French Style Yogurt, Strawberry, Gluten Free, 5.0 oz",Yogurt
El Mexicano Saborico Strawberry Banana yogurt drink 7 fl. oz. bottle,Yogurt
"Oikos Triple Zero Strawberry Greek Yogurt, 5.3 Oz.",Yogurt
"Silk Strawberry Almond Milk Yogurt Alternative, 5.3 Oz.",Yogurt
"Oui by Yoplait French Style Yogurt, Peach, Gluten Free Yogurt, 5.0 oz",Yogurt
"Yoplait Go-Gurt Kids Low-Fat Strawberry and Vanilla Yogurt Tubes, 16 Count",Yogurt
"Yoplait Go-Gurt Low-Fat Berry and Cherry Yogurt Tubes, 16 Count",Yogurt
"Oui by Yoplait French Style Yogurt, Black Cherry, Gluten Free, 5.0 oz",Yogurt
"Yoplait Strawberry & Cotton Candy Disney Frozen 2 Low Fat Yogurt Pack, 12 Ct, 4 OZ Kids Yogurt Cups",Yogurt
"Yoplait Light Fat Free Yogurt Pack, 8 Ct, 6 OZ Yogurt Cups",Yogurt
"Yoplait Go-Gurt, Low Fat Yogurt, Strawberry, 16 oz",Yogurt
Noosa Yoghurt Whole Milk Yogurt Raspberry 8 oz,Yogurt
"Great Value Original Strawberry Lowfat Yogurt, 5.3 oz",Yogurt
"Oui by Yoplait French Style Yogurt, Coconut, Gluten Free Yogurt, 5.0 oz",Yogurt
"Silk Peach Mango Soy Milk Yogurt Alternative, 5.3 Oz.",Yogurt
"Light + Fit Nonfat Gluten-Free Strawberry Greek Yogurt, 5.3 Oz. Cups, 4 Count",Yogurt
"Chobani 2% Greek Yogurt, Key Lime Blended 5.3oz",Yogurt
"Yoplait Light Very Cherry Fat Free Yogurt, 6 OZ Yogurt Cup",Yogurt
"LALA Licuado Milk Fruit & Oats Smoothie 6.7oz Bottle, Mango Carrot (4 Pack)",Yogurt
"Chobani Non-Fat Greek Yogurt with Probiotics, Plain 5.3 oz",Yogurt
"Chobani Greek Yogurt Drink with Probiotics, Strawberry Banana 7 oz",Yogurt
"Oui by Yoplait French Style Yogurt, Mango, Gluten Free Yogurt, 5.0 oz",Yogurt
Noosa Yoghurt Whole Milk Yogurt Blueberry 8 oz,Yogurt
"Great Value Greek Vanilla Nonfat Yogurt, 5.3 oz",Yogurt
"Oikos Triple Zero Mixed Berry Greek Yogurt, 5.3 Oz.",Yogurt
"Activia Probiotic Dailies Vanilla Yogurt Drink, 3.1 Oz., 8 Count",Yogurt
"Oui by Yoplait Strawberry Dairy Free Yogurt Alternative, 5 OZ Yogurt Jar",Yogurt
"Silk Blueberry Soy Milk Yogurt Alternative, 5.3 Oz.",Yogurt
"So Delicious Dairy-Free Strawberry Banana Coconutmilk Yogurt, 5.3 Oz",Yogurt
"Oui by Yoplait French Style Yogurt, Vanilla, Gluten Free Yogurt, 5.0 oz",Yogurt
El Mexicano Saborico Strawberry yogurt drink 7 fl. oz. bottle,Yogurt
"Two Good Strawberry Low Fat Lower Sugar Gluten Free Greek Yogurt, 5.3 Oz.",Yogurt
"(10 Pack) GoGo Squeez Yogurtz Blueberry and Berry Pouch, 3 oz, 10 Pack",Yogurt
"Two Good Mixed Berry Low Fat Lower Sugar Gluten Free Greek Yogurt, 5.3 Oz.",Yogurt
Noosa Yoghurt Whole Milk Yogurt Lemon 8 oz,Yogurt
"Silk Strawberry Soy Milk Yogurt Alternative, 5.3 Oz.",Yogurt
"El Viajero Bio Salud Strawberry Cultured Dairy Beverage, 2.1 Fl Oz, 6 Ct",Yogurt
"Danimals Strawberry Explosion & Cotton Candy Variety Pack Smoothies, 3.1 Oz. Bottles, 12 Count",Yogurt
"Oikos Triple Zero Vanilla Greek Yogurt, 5.3 Oz.",Yogurt
"Activia Probiotic Strawberry Dairy Drink, 7 Oz.",Yogurt
"Oui by Yoplait Vanilla Dairy Free Yogurt Alternative, 5 OZ Yogurt Jar",Yogurt
"Danimals Cotton Candy Squeezable Yogurt, 3.5 Oz. Pouches, 4 Count",Yogurt
"Danimals Strawberry Explosion Smoothies, 3.1 Oz. Bottles, 6 Count",Yogurt
"Chobani 2% Greek Yogurt, Coconut Blended 5.3oz",Yogurt
"Fage Total 0% Milkfat All Natural Nonfat Greek Strained Yogurt, 16 oz",Yogurt
"Fage Total 0% Milkfat All Natural Nonfat Greek Strained Yogurt, 32 oz",Yogurt
"So Delicious Dairy Free Vanilla Coconut Milk Yogurt, 5.3 Oz.",Yogurt
"Silk Vanilla Soy Milk Yogurt Alternative, 5.3 Oz.",Yogurt
"El Viajero Bio Salud Original Cultured Dairy Beverage, 2.1 Fl Oz, 6 Count",Yogurt
"Danimals Swingin' Strawberry Banana Smoothies, 3.1 Oz. Bottles, 6 Count",Yogurt
"LALA Probiotic Yogurt Smoothie Drink 7oz Bottle, Wild Strawberry (10 Pack)",Yogurt
"Powerful Smoothie Strawberry Banana Greek Yogurt Smoothie, 9oz",Yogurt
